Symbol,Name,Exchange,Sector,Industry,SCTR,Universe,Close,Volume,Market Cap
NLSN,Nielsen NV,NYSE,Industrial,Business Support Services,89.8,mid,24.04,765258,8654.4
MHK,"Mohawk Inds, Inc.",NYSE,Consumer Discretionary,Furnishings,41.8,mid,134.73,445186,8622.72
UGI,UGI Corp Holding Co.,NYSE,Utilities,Gas Distribution,63.6,mid,41.02,1089876,8614.2
CGNX,Cognex Corp.,NASD,Technology,Electronic Equipment,22.8,mid,49.35,867053,8586.899
TPR,"Tapestry, Inc.",NYSE,Consumer Discretionary,Clothing & Accessories,63.4,mid,34.03,2832378,8575.56
LEA,Lear Corp.,NYSE,Consumer Discretionary,Auto Parts,55.4,mid,142.92,833273,8575.2
G,Genpact Ltd.,NYSE,Industrial,Business Support Services,72.9,mid,46.3,418096,8565.5
NRG,NRG Energy Inc.,NYSE,Utilities,Conventional Electricity,38,mid,36.04,2562096,8541.48
KNX,Knight-Swift Transportation Holdings Inc.,NYSE,Industrial,Trucking,78.2,mid,52.08,3678480,8541.12
MAT,"Mattel, Inc.",NASD,Consumer Discretionary,Toys,88.7,mid,24.17,4860963,8507.84
CDAY,"Ceridian HCM Holding, Inc.",NYSE,Technology,Software,25.4,mid,55.58,1295626,8503.74
HII,Huntington Ingalls Industries Inc.,NYSE,Industrial,Defense,78.3,mid,208.75,186689,8350
CHDN,"Churchill Downs, Inc.",NASD,Consumer Discretionary,Gambling,88.3,mid,219.19,150924,8329.22
AA,Alcoa Corp.,NYSE,Materials,Aluminum,9.6,mid,45.15,12226238,8307.601
NWL,Newell Brands Inc.,NASD,Consumer Discretionary,Durable Household Products,45.9,mid,20.02,1738052,8288.28
RRX,Regal Rexnord Corporation,NYSE,Technology,Electrical Components,33.6,mid,123.34,198612,8263.779
CBSH,"Commerce Bancshares, Inc.",NASD,Financial,Banks,68.3,mid,67.98,407612,8225.58
RRC,Range Resources Corp.,NYSE,Energy,Exploration & Production,98.8,mid,30.42,5659183,8213.4
OC,Owens Corning Inc.,NYSE,Industrial,Building Materials,60.3,mid,84.62,704659,8208.141
DVA,DaVita Inc.,NYSE,Health Care,Health Care Providers,20.4,mid,86.17,655158,8186.15
LSCC,Lattice Semiconductor Corp.,NASD,Technology,Semiconductors,91.5,mid,59.31,1501971,8184.78
WBS,Webster Financial Corp.,NYSE,Financial,Banks,29.9,mid,45.82,1306811,8155.96
LII,Lennox Intl Inc.,NYSE,Industrial,Building Materials,43,mid,225.39,215703,8114.04
UHS,Universal Health Services - Class B,NYSE,Health Care,Health Care Providers,31.7,mid,109.48,962497,8101.52
FRT,Federal Realty Investment Trust,NYSE,Real Estate,Retail REITs,39.1,mid,102.29,449339,8080.91
OGN,Organon & Co.,NYSE,Health Care,Pharmaceuticals,47.5,mid,31.76,1015840,8067.04
DECK,Deckers Outdoor Corp.,NYSE,Consumer Discretionary,Footwear,79.1,mid,298.63,424642,8063.01
NNN,National Retail Properties Inc.,NYSE,Real Estate,Retail REITs,84.1,mid,45.73,774982,8048.48
ZION,Zions Bancorp,NASD,Financial,Banks,34,mid,53.05,1380062,8010.55
CFR,Cullen Frost Bankers Inc.,NYSE,Financial,Banks,64,mid,124.82,190316,7988.48
MASI,Masimo Corp.,NASD,Health Care,Medical Equipment,16.9,mid,142.45,680389,7977.2
ARW,Arrow Electronics Inc.,NYSE,Technology,Electrical Components,73.5,mid,120.47,263482,7951.02
PFGC,Performance Food Group Co.,NYSE,Consumer Staples,Food Retailers,91.9,mid,51.18,727836,7932.9
SYNH,"Syneos Health, Inc.",NASD,Health Care,Biotechnology,60.9,mid,76.59,447124,7888.77
LAD,"Lithia Motors, Inc.",NYSE,Consumer Discretionary,Specialty Retailers,36,mid,271.4,634443,7870.6
PNW,Pinnacle West Cap Corp.,NYSE,Utilities,Conventional Electricity,53,mid,69.39,656095,7841.07
XRAY,DENTSPLY Intl Inc.,NASD,Health Care,Medical Supplies,13,mid,36.47,1264724,7841.05
FSLR,First Solar Inc.,NASD,Technology,Renewable Energy Equipment,54.3,mid,73.26,1135365,7838.82
TTEK,Tetra Tech Inc.,NASD,Industrial,Waste & Disposal Services,82.8,mid,145.04,197702,7832.16
IVZ,Invesco Ltd.,NYSE,Financial,Asset Managers,23.1,mid,17.18,3797147,7816.9
JBL,"Jabil, Inc.",NYSE,Technology,Electrical Components,50.6,mid,56.6,498098,7810.8
PNR,"Pentair, Inc.",NYSE,Industrial,Industrial Machinery,19.1,mid,47.22,4265415,7791.3
RGA,Reinsurance Group of America,NYSE,Financial,Reinsurance,69.5,mid,116.1,379111,7778.7
DKS,Dick's Sporting Goods Inc.,NYSE,Consumer Discretionary,Specialty Retailers,74,mid,95.15,998890,7707.15
STOR,STORE Capital Corp.,NYSE,Real Estate,Diversified REITs,51,mid,27.39,1733520,7696.59
OGE,OGE Energy Corp.,NYSE,Utilities,Conventional Electricity,75.8,mid,38.3,1127568,7660
PPC,Pilgrims Pride Corp.,NASD,Consumer Staples,Food Products,90.8,mid,31.78,698114,7627.2
BBWI,"Bath & Body Works, Inc.",NYSE,Consumer Discretionary,Apparel Retailers,9.9,mid,33.29,9175208,7623.41
MANH,"Manhattan Associates, Inc.",NASD,Technology,Software,52,mid,120.72,247624,7605.36
CAR,"Avis Budget Group, Inc.",NASD,Consumer Discretionary,Travel & Tourism,23.2,mid,158.07,691101,7587.36
CHE,Chemed Corp.,NYSE,Consumer Discretionary,Special Consumer Services,83,mid,504.3,50228,7564.5
SWAV,ShockWave Medical Inc.,NASD,Health Care,Medical Equipment,98.3,mid,210.01,354531,7560.36
SEIC,SEI Investments Co.,NASD,Financial,Asset Managers,53.2,mid,54.9,1006144,7521.3
WEX,WEX Inc.,NYSE,Financial,Financial Administration,80.5,mid,166.25,184458,7481.25
CIEN,CIENA Corp.,NYSE,Technology,Telecom Equipment,32.7,mid,49.86,787852,7479
LECO,"Lincoln Electric Holdings, Inc.",NASD,Industrial,Industrial Machinery,67.9,mid,128.55,270420,7455.9
JEF,Jefferies Financial Group Inc.,NYSE,Financial,Asset Managers,59.1,mid,31.02,1808492,7444.8
SWN,Southwestern Energy Co.,NYSE,Energy,Exploration & Production,96.6,mid,6.67,29809914,7443.72
MIDD,Middleby Corp.,NASD,Consumer Discretionary,Durable Household Products,26.2,mid,137.46,203369,7422.84
AXON,"Axon Enterprise, Inc.",NASD,Industrial,Defense,36.7,mid,104.47,227033,7417.37
AGCO,AGCO Corp.,NYSE,Industrial,Commercial Vehicles,21.8,mid,98.77,679041,7407.75
WYNN,Wynn Resorts Ltd,NASD,Consumer Discretionary,Gambling,30.5,mid,63.68,2952686,7386.88
OLN,Olin Corp.,NYSE,Materials,Commodity Chemicals,47.2,mid,48.53,814692,7376.56
CASY,"Caseys General Stores, Inc.",NASD,Consumer Staples,Food Retailers,78.3,mid,198.44,249658,7342.28
DXC,DXC Technology Company,NYSE,Technology,Computer Services,63.1,mid,31.27,887590,7192.1
OHI,"Omega Healthcare Invs, Inc.",NYSE,Real Estate,Specialty REITs,81.6,mid,30.4,1528664,7144
KBR,KBR Inc.,NYSE,Industrial,Heavy Construction,88.4,mid,50.4,846945,7056
TREX,"Trex Co., Inc.",NYSE,Industrial,Building Materials,18.7,mid,62.33,832136,7043.29
FIVE,"Five Below, Inc.",NASD,Consumer Discretionary,Specialty Retailers,22.1,mid,127.18,695882,6994.9
GNTX,Gentex Corp.,NASD,Consumer Discretionary,Auto Parts,58.3,mid,29.66,1104009,6940.44
HALO,Halozyme Therapeutics Inc.,NASD,Health Care,Biotechnology,97.8,mid,50.19,889630,6926.22
CPRI,Capri Holdings Ltd.,NYSE,Consumer Discretionary,Clothing & Accessories,58.6,mid,48.41,1920426,6922.63
RH,RH,NYSE,Consumer Discretionary,Home Improvement Retailers,12.3,mid,276.43,476629,6910.75
CNXC,Concentrix Corp.,NASD,Technology,Software,16.6,mid,132.49,417596,6889.48
ORI,Old Republic Intl Corp.,NYSE,Financial,Property-Casualty Insurance,49.8,mid,22.35,1174334,6883.8
RL,Polo Ralph Lauren Corp.,NYSE,Consumer Discretionary,Clothing & Accessories,49.9,mid,98.22,590270,6875.4
EXEL,"Exelixis, Inc.",NASD,Health Care,Biotechnology,90.5,mid,21.38,1741831,6862.979
ACHC,"Acadia Healthcare Company, Inc.",NASD,Health Care,Health Care Providers,96.9,mid,75.36,993198,6857.76
IIVI,II-VI Inc.,NASD,Technology,Electronic Equipment,26.3,mid,52.6,1135654,6838
ATR,"Aptargroup, Inc.",NYSE,Materials,Containers & Packaging,39.4,mid,103.48,138850,6829.68
EGP,"EastGroup Properties, Inc.",NYSE,Real Estate,Industrial & Office REITs,35.9,mid,161.76,219564,6793.92
RGLD,"Royal Gold, Inc.",NASD,Materials,Gold Mining,37.4,mid,102.74,544733,6780.84
RCM,R1 RCM Inc.,NASD,Health Care,Health Care Providers,89.1,mid,24.2,1045325,6776
AIRC,Apartment Income REIT Corp.,NYSE,Real Estate,Residential REITs,38.4,mid,43.11,429735,6768.27
PII,"Polaris Inds, Inc.",NYSE,Consumer Discretionary,Recreational Products,85.9,mid,114.04,403322,6728.36
NVST,Envista Holdings Corp.,NYSE,Health Care,Medical Supplies,69.1,mid,41.2,1075985,6715.6
AN,"Autonation, Inc.",NYSE,Consumer Discretionary,Specialty Retailers,78.9,mid,115.62,1391757,6705.96
COTY,Coty Inc.,NYSE,Consumer Staples,Personal Products,63.8,mid,7.99,5623773,6703.61
CHH,"Choice Hotels Intl, Inc.",NYSE,Consumer Discretionary,Hotels,37.4,mid,118.39,185876,6629.84
CACI,"CACI Intl, Inc.",NYSE,Technology,Computer Services,81.2,mid,287.17,92949,6604.91
BRX,Brixmor Property Group Inc.,NYSE,Real Estate,Retail REITs,57.7,mid,21.93,1750989,6579
UNM,Unum Group,NYSE,Financial,Life Insurance,87.9,mid,32.48,1194549,6528.48
LFUS,"Littelfuse, Inc.",NASD,Technology,Electrical Components,64.5,mid,259.55,61572,6488.75
SF,Stifel Financial Corp.,NYSE,Financial,Investment Services,52.2,mid,60.52,820498,6475.64
PB,"Prosperity Bancshares, Inc.",NYSE,Financial,Banks,60.6,mid,70.29,364730,6466.68
FR,First Industrial Realty T,NYSE,Real Estate,Industrial & Office REITs,32.2,mid,48.95,2217156,6461.4
WU,Western Union Co.,NYSE,Technology,Software,48.5,mid,16.7,2787062,6446.2
THC,Tenet Healthcare Corp.,NYSE,Health Care,Health Care Providers,24.9,mid,59.54,2193926,6430.32
WH,"Wyndham Hotels & Resorts, Inc.",NYSE,Consumer Discretionary,Hotels,38,mid,69.7,569749,6412.4
MUSA,Murphy USA Inc.,NYSE,Consumer Discretionary,Specialty Retailers,97.9,mid,266.6,378304,6398.4
DCI,"Donaldson Co, Inc.",NYSE,Industrial,Industrial Machinery,61.5,mid,51.51,235849,6387.24
CELH,Celsius Holdings Inc.,NASD,Consumer Staples,Soft Drinks,99.8,mid,85.08,1342496,6381
XPO,"XPO Logistics, Inc.",NYSE,Industrial,Transportation Services,42.6,mid,54.67,1215483,6287.05
MKSI,"MKS Instruments, Inc.",NASD,Technology,Semiconductors,21.7,mid,112.02,277168,6273.12
FCN,"FTI Consulting, Inc.",NYSE,Industrial,Business Support Services,93.9,mid,184.28,321433,6265.52
KRC,Kilroy Realty Corp.,NYSE,Real Estate,Industrial & Office REITs,22.9,mid,53.01,638915,6202.17
GTLS,Chart Industries Inc.,NYSE,Energy,Oil Equipment & Services,93.4,mid,167.51,658106,6197.87
BLD,TopBuild Corp.,NYSE,Industrial,Building Materials,48.1,mid,187.49,361724,6187.17
RNR,Renaissance RE Holdings Ltd.,NYSE,Financial,Reinsurance,24.1,mid,139.56,353171,6140.64
BYD,Boyd Gaming Corp.,NYSE,Consumer Discretionary,Gambling,65.1,mid,55.67,687698,6123.7
VOYA,"Voya Financial, Inc.",NYSE,Financial,Life Insurance,34.1,mid,59.51,578769,6070.02
HRB,"H & R Block, Inc.",NYSE,Consumer Discretionary,Special Consumer Services,99.3,mid,37.71,1293208,6033.6
NFG,National Fuel Gas Co.,NYSE,Utilities,Gas Distribution,80.2,mid,66.17,385834,6021.47
SON,Sonoco Products Co.,NYSE,Materials,Containers & Packaging,88.2,mid,62.06,908608,6019.82
SKX,"Skechers Usa, Inc.",NYSE,Consumer Discretionary,Footwear,53.5,mid,38.53,1151610,6010.68
PDCE,"PDC Energy, Inc.",NASD,Energy,Exploration & Production,71.6,mid,60.59,720228,5998.41
FAF,First American Corp.,NYSE,Financial,Property-Casualty Insurance,31,mid,55.86,391965,5977.02
SAIL,"SailPoint Technologies Holdings, Inc.",NYSE,Technology,Software,97.5,mid,63.55,673677,5973.7
PNFP,"Pinnacle Financial Partners, Inc.",NASD,Financial,Banks,36.4,mid,78.51,683119,5966.76
WWD,Woodward Governor Co.,NASD,Industrial,Industrial Machinery,42,mid,97.76,289789,5963.36
LITE,Lumentum Holdings Inc.,NASD,Technology,Telecom Equipment,57.6,mid,86.42,399144,5962.98
ITT,ITT Inc.,NYSE,Industrial,Industrial Machinery,29.1,mid,70.88,264801,5953.92
FFIN,"First Financial Bankshares, Inc.",NASD,Financial,Banks,47.7,mid,41.63,340200,5953.09
GMED,"Globus Medical, Inc.",NYSE,Health Care,Medical Equipment,28.3,mid,58.05,685895,5921.1
NOV,"National Oilwell Varco, Inc.",NYSE,Energy,Oil Equipment & Services,27.4,mid,14.88,3703354,5847.84
BC,Brunswick Corp.,NYSE,Consumer Discretionary,Recreational Products,60.3,mid,76.75,531617,5833
AYI,"Acuity Brands, Inc.",NYSE,Industrial,Building Materials,66.5,mid,176.72,210643,5831.76
PENN,"Penn National Gaming, Inc.",NASD,Consumer Discretionary,Gambling,35.8,mid,34.65,2079857,5786.55
ASH,Ashland Global Holdings Inc.,NYSE,Materials,Specialty Chemicals,85.7,mid,105.07,519345,5778.85
MTDR,Matador Resources Co.,NYSE,Energy,Exploration & Production,83.6,mid,48.91,1027519,5771.38
OPCH,Option Care Health Inc.,NASD,Health Care,Health Care Providers,97.6,mid,31.85,864827,5733
SNV,Synovus Financial Corp.,NYSE,Financial,Banks,40.8,mid,39.5,1642070,5727.5
INGR,Ingredion Inc.,NYSE,Consumer Staples,Food Products,45.1,mid,86.74,170426,5724.84
TOL,"Toll Brothers, Inc.",NYSE,Consumer Discretionary,Home Construction,56.3,mid,49.78,2171311,5724.7
TXRH,Texas Roadhouse Inc.,NASD,Consumer Discretionary,Restaurants & Bars,83.2,mid,84,667399,5712
FLO,"Flowers Foods, Inc.",NYSE,Consumer Staples,Food Products,70.3,mid,26.87,573110,5696.44
OSK,Oshkosh Corp.,NYSE,Industrial,Commercial Vehicles,21.9,mid,85.98,337254,5674.68
ADC,Agree Realty Corp.,NYSE,Real Estate,Retail REITs,91.5,mid,75.63,480407,5672.25
SYNA,"Synaptics, Inc.",NASD,Technology,Computer Hardware,25.3,mid,141.58,381363,5663.2
VNO,Vornado Realty Trust,NYSE,Real Estate,Industrial & Office REITs,12.7,mid,29.43,1741741,5650.56
LSTR,"Landstar System, Inc.",NASD,Industrial,Trucking,59.9,mid,152.7,580627,5649.9
SRC,"Spirit Realty Capital, Inc.",NYSE,Real Estate,Retail REITs,70.4,mid,42.16,388275,5649.44
SWX,Southwest Gas Corp.,NYSE,Utilities,Gas Distribution,90.1,mid,84.24,392563,5644.08
HR,Healthcare Realty Trust Incorporated,NYSE,Real Estate,Specialty REITs,10.3,mid,24.51,30320364,5612.79
SAIA,SAIA Inc.,NASD,Industrial,Trucking,44.9,mid,214.7,488760,5582.2
IBKR,"Interactive Brokers Group, Inc.",NASD,Financial,Investment Services,27.2,mid,56.84,1076096,5570.32
AMN,"AMN Healthcare Services, Inc.",NYSE,Consumer Discretionary,Business Training Agencies,97.1,mid,123.75,527882,5568.75
MTZ,"Mastec, Inc.",NYSE,Industrial,Heavy Construction,27.3,mid,73.27,359953,5568.52
VLY,Valley National Bancorp,NASD,Financial,Banks,29.4,mid,11,1409366,5566
MEDP,"Medpace Holdings, Inc.",NASD,Health Care,Biotechnology,80.4,mid,163.7,403306,5565.8
PRGO,Perrigo Co.,NYSE,Health Care,Pharmaceuticals,80,mid,41.17,730325,5557.95
VVV,Valvoline Inc.,NYSE,Materials,Specialty Chemicals,63.7,mid,31.17,577788,5548.26
GBCI,"Glacier Bancorp, Inc.",NYSE,Financial,Banks,63.2,mid,49.72,302931,5518.92
OLED,Universal Display Corp.,NASD,Technology,Electrical Components,26.2,mid,117.22,247841,5509.34
SHC,Sotera Health Co,NASD,Health Care,Medical Supplies,35.6,mid,19.26,502024,5450.58
EME,"EMCOR Group, Inc.",NYSE,Industrial,Heavy Construction,55.6,mid,106.81,251106,5447.31
ALK,"Alaska Air Group, Inc.",NYSE,Industrial,Airlines,26.6,mid,43.19,2589761,5441.94
NVT,nVent Electric plc.,NYSE,Technology,Electronic Equipment,61.2,mid,32.77,762192,5439.82
MDU,"MDU Resources Group, Inc.",NYSE,Industrial,Building Materials,48.9,mid,26.76,924273,5432.28
RYN,"Rayonier, Inc.",NYSE,Real Estate,Specialty REITs,65.6,mid,37.12,603827,5419.52
VAC,Marriott Vacations Worldwide Corp.,NYSE,Consumer Discretionary,Hotels,39.3,mid,130.72,338969,5359.52
CR,Crane Co.,NYSE,Industrial,Industrial Machinery,72.8,mid,95.55,195550,5350.8
IDA,"Idacorp, Inc.",NYSE,Utilities,Conventional Electricity,58.2,mid,104.66,178447,5337.66
SLAB,"Silicon Laboratories, Inc.",NASD,Technology,Semiconductors,54.4,mid,144.19,203210,5335.03
IPGP,IPG Photonics Corp.,NASD,Technology,Electronic Equipment,17.6,mid,102.47,248155,5328.44
X,"USX-US Steel Group, Inc.",NYSE,Materials,Steel,39.5,mid,20.36,10690651,5313.96
VMI,"Valmont Industries, Inc.",NYSE,Industrial,Building Materials,89.4,mid,251.94,180605,5290.74
KNSL,Kinsale Capital Group Inc.,NYSE,Financial,Property-Casualty Insurance,91.8,mid,229.44,61119,5277.12
CC,Chemours Co.,NYSE,Materials,Specialty Chemicals,75.2,mid,34,1106820,5270
EEFT,"Euronet Services, Inc.",NASD,Financial,Financial Administration,25.6,mid,103.3,285760,5268.3
SAIC,Science Applications International Corp.,NYSE,Technology,Computer Services,84.9,mid,93.38,318742,5229.28
NCLH,Norwegian Cruise Line Holdings Ltd.,NYSE,Consumer Discretionary,Recreational Services,5,mid,12.48,24059836,5229.12
RLI,RLI Corp.,NYSE,Financial,Property-Casualty Insurance,83.9,mid,115.81,288765,5211.45
LEG,"Leggett & Platt, Inc.",NYSE,Consumer Discretionary,Furnishings,79.8,mid,38.86,639244,5207.24
CW,Curtiss Wright Corp.,NYSE,Industrial,Defense,71.4,mid,136.7,79253,5194.6
HOG,Harley Davidson Inc,NYSE,Consumer Discretionary,Automobiles,77.8,mid,35.3,1000657,5189.1
NYT,New York Times Co.,NYSE,Communication Services,Publishing,17.4,mid,30.76,1210543,5167.68
WTFC,Wintrust Financial Corp.,NASD,Financial,Banks,57.2,mid,86.04,684097,5162.4
RUN,Sunrun Inc.,NASD,Technology,Renewable Energy Equipment,23.9,mid,24.57,4920912,5159.7
QLYS,"Qualys, Inc.",NASD,Technology,Software,81.4,mid,131.92,275239,5144.88
POST,"Post Holdings, Inc.",NYSE,Consumer Staples,Food Products,90,mid,84.28,291191,5141.08
AZTA,"Azenta, Inc.",NASD,Technology,Semiconductors,22.3,mid,68.33,514922,5124.75
ROG,Rogers Corp.,NYSE,Technology,Electrical Components,75.6,mid,268.6,100417,5103.4
GXO,GXO Logistics Inc.,NYSE,Industrial,Transportation Services,2.6,mid,44.08,1113457,5069.2
IRDM,Iridium Communications Inc.,NASD,Communication Services,Mobile Telecommunications,84.3,mid,39.52,444842,5058.56
LPX,Louisiana Pacific Corp.,NYSE,Industrial,Building Materials,66.4,mid,61.59,1267247,5050.38
M,Macy's Inc.,NYSE,Consumer Discretionary,Broadline Retailers,18.6,mid,18.65,8663079,5035.5
MSA,Mine Safety Appliances Co.,NYSE,Industrial,Industrial Machinery,61.7,mid,129.05,56862,5032.95
LHCG,LHC Group Inc.,NASD,Health Care,Health Care Providers,91,mid,162,166940,5022
THG,"Hanover Insurance Group, Inc.",NYSE,Financial,Property-Casualty Insurance,67.5,mid,139.46,189819,5020.56
OMCL,Omnicell Inc.,NASD,Health Care,Medical Equipment,21.1,mid,113.73,237180,5004.12
ASGN,ASGN Inc.,NYSE,Consumer Discretionary,Business Training Agencies,55,mid,98.07,194168,5001.57
CLH,"Clean Harbors, Inc.",NYSE,Industrial,Waste & Disposal Services,67.3,mid,92.27,173575,4982.58
IAA,IAA Inc.,NYSE,Consumer Discretionary,Specialty Retailers,39,mid,37.14,1502511,4976.76
LNTH,"Lantheus Holdings, Inc.",NASD,Health Care,Medical Supplies,99.9,mid,71.89,1670942,4960.41
DTM,DT Midstream Inc.,NYSE,Energy,Pipelines,78.5,mid,51.12,577124,4958.64
NOVT,Novanta Inc.,NASD,Technology,Electronic Equipment,80.1,mid,136.91,110277,4928.76
EXPO,"Exponent, Inc.",NASD,Industrial,Business Support Services,75,mid,94.73,180325,4925.96
PEN,"Penumbra, Inc.",NYSE,Health Care,Medical Equipment,4.9,mid,129.5,1231522,4921
EHC,Encompass Health Corp.,NYSE,Health Care,Health Care Providers,67.6,mid,49.19,645899,4919
HXL,Hexcel Corp.,NYSE,Industrial,Aerospace,88.5,mid,58.51,460565,4914.84
UBSI,"United Bankshares, Inc.",NASD,Financial,Banks,74.4,mid,36.34,634652,4905.9
HQY,"HealthEquity, Inc.",NASD,Technology,Software,67.4,mid,58.32,833859,4898.88
SIGI,"Selective Insurance Group, Inc.",NASD,Financial,Property-Casualty Insurance,74.2,mid,81.63,221357,4897.8
WWE,"World Wrestling Entertainment, Inc.",NYSE,Consumer Discretionary,Recreational Services,95.1,mid,65.81,389878,4869.94
LNW,Light & Wonder Inc.,NASD,Consumer Discretionary,Gambling,42.2,mid,50.58,397481,4855.68
OZK,Bank OZK,NASD,Financial,Banks,50.1,mid,39.48,1214092,4816.56
COLM,Columbia Sportswear Co.,NASD,Consumer Discretionary,Clothing & Accessories,37.2,mid,76.45,360153,4816.35
SMG,Scotts Co. Cl A,NYSE,Materials,Specialty Chemicals,9,mid,87.19,256277,4795.45
EXLS,ExlService Holdings Inc.,NASD,Industrial,Business Support Services,86.4,mid,144.9,248116,4781.7
MUR,Murphy Oil Corp. Holding Co.,NYSE,Energy,Integrated Oil & Gas,53,mid,30.83,1102089,4778.65
POWI,"Power Integrations, Inc.",NASD,Technology,Semiconductors,80.1,mid,82.15,246034,4764.7
AMG,Affiliated Managers Group Inc.,NYSE,Financial,Asset Managers,31.8,mid,121.57,222213,4741.23
IRT,"Independence Realty Trust, Inc.",NYSE,Real Estate,Residential REITs,54.8,mid,21.38,1002277,4724.98
NSA,National Storage Affiliates Trust,NYSE,Real Estate,Specialty REITs,43.7,mid,51.35,633242,4724.2
AMKR,"Amkor Technology, Inc.",NASD,Technology,Semiconductors,58.2,mid,19.24,577472,4713.8
ARWR,"Arrowhead Pharmaceuticals, Inc.",NASD,Health Care,Biotechnology,73.7,mid,44.39,458784,4705.34
PRI,Primerica Inc.,NYSE,Financial,Life Insurance,38.5,mid,123.7,98653,4700.6
UFPI,UFP Industries,NASD,Industrial,Building Materials,67.8,mid,75.65,317610,4690.3
SSD,"Simpson Mfg Co, Inc.",NYSE,Industrial,Building Materials,72.6,mid,109.02,166172,4687.86
THO,"Thor Industries, Inc.",NYSE,Consumer Discretionary,Recreational Products,70.6,mid,84.98,664602,4673.9
AM,Antero Midstream Corp.,NYSE,Energy,Integrated Oil & Gas,70,mid,9.75,2864476,4660.5
EXP,Eagle Materials Inc.,NYSE,Industrial,Building Materials,46.3,mid,122.36,266667,4649.68
ONB,Old National Bancorp,NASD,Financial,Banks,50.9,mid,15.86,1437552,4646.98
TGNA,TEGNA Inc.,NYSE,Communication Services,Publishing,71.7,mid,20.79,639707,4636.17
IART,Integra LifeSciences Holdings Corp.,NASD,Health Care,Medical Equipment,30.4,mid,55.3,267145,4589.9
FIZZ,National Beverage Corp.,NASD,Consumer Staples,Soft Drinks,88,mid,49.35,101835,4589.55
BKH,Black Hills Corp.,NYSE,Utilities,Conventional Electricity,69.6,mid,70.47,182744,4580.55
SLGN,"Silgan Holdings, Inc.",NASD,Materials,Containers & Packaging,58.5,mid,41.22,301058,4575.42
NATI,National Instruments Corp.,NASD,Technology,Electronic Equipment,52.3,mid,34.86,765683,4566.66
SLM,SLM Holding Corp.,NASD,Financial,Consumer Finance,59.3,mid,16.91,2249623,4548.79
HOMB,Home BancShares Inc.,NYSE,Financial,Banks,58.9,mid,22.03,1232059,4538.18
CRUS,"Cirrus Logic, Inc.",NASD,Technology,Semiconductors,72.4,mid,80.57,242831,4511.92
COKE,"Coca-Cola Consolidated, Inc.",NASD,Consumer Staples,Soft Drinks,37.5,mid,501.12,57886,4510.08
CUZ,"Cousins Properties, Inc.",NYSE,Real Estate,Diversified REITs,25.5,mid,30.21,1338000,4501.29
CIVI,"Civitas Resources, Inc.",NYSE,Energy,Exploration & Production,53.3,mid,52.8,500440,4488
SAFM,"Sanderson Farms, Inc.",NASD,Consumer Staples,Food Products,77.3,mid,204,791092,4488
NCR,NCR Corp.,NYSE,Technology,Computer Hardware,34.6,mid,32.68,2142235,4477.16
TPX,Tempur-Pedic Intl Inc.,NYSE,Consumer Discretionary,Furnishings,19.3,mid,25.43,1517463,4475.68
AVT,"Avnet, Inc.",NASD,Technology,Electrical Components,89.2,mid,45.55,496378,4463.9
CADE,Cadence Bank,NYSE,Financial,Banks,26.7,mid,24.24,700907,4460.16
POR,Portland General Electric Co.,NYSE,Utilities,Conventional Electricity,71,mid,50.07,805311,4456.23
ORA,Ormat Technologies Inc.,NYSE,Utilities,Conventional Electricity,82.5,mid,79.5,427722,4452
NYCB,New York Community Bancorp,NYSE,Financial,Banks,34.2,mid,9.51,4030539,4441.17
QDEL,Quidel Corp.,NASD,Health Care,Medical Supplies,56.5,mid,104.72,475769,4398.24
SFBS,"ServisFirst Bancshares, Inc.",NYSE,Financial,Banks,73.6,mid,81.41,167431,4396.14
WEN,Wendy's Co.,NASD,Consumer Discretionary,Restaurants & Bars,72.4,mid,20.49,949363,4384.86
TKR,Timken Co.,NYSE,Industrial,Industrial Machinery,50.9,mid,59.23,186839,4383.02
MSM,Msc Industrial Direct Co.,NYSE,Industrial,Industrial Suppliers,62.3,mid,77.71,222471,4351.76
SM,SM Energy Co.,NYSE,Energy,Exploration & Production,75.3,mid,35.61,1451399,4344.42
UNVR,Univar Inc.,NYSE,Materials,Commodity Chemicals,44.4,mid,25.7,741360,4343.3
CMC,Commercial Metals Co.,NYSE,Materials,Steel,71.8,mid,36.11,728059,4333.2
ESNT,Essent Group Ltd.,NYSE,Financial,Mortgage Finance,48.8,mid,40.09,384186,4329.72
UMBF,UMB Financial Corp.,NASD,Financial,Banks,51.7,mid,90.13,139060,4326.24
WTS,"Watts Water Technologies, Inc.",NYSE,Industrial,Building Materials,30.1,mid,130.63,98106,4310.79
OGS,ONE Gas Inc.,NYSE,Utilities,Gas Distribution,64.4,mid,79.7,176717,4303.8
HE,Hawaiian Electric Industries Inc.,NYSE,Utilities,Conventional Electricity,47.3,mid,39.48,362973,4303.32
YETI,Yeti Holdings Inc.,NYSE,Consumer Discretionary,Recreational Products,27.8,mid,49.94,824682,4294.84
ENSG,Ensign Group Inc.,NASD,Health Care,Health Care Providers,74.9,mid,78.03,199778,4291.65
GO,Grocery Outlet Holding Corp.,NASD,Consumer Staples,Food Retailers,99.2,mid,44.7,869554,4291.2
AMED,Amedisys,NASD,Health Care,Health Care Providers,60.2,mid,129.61,476520,4277.13
